"ID_LouwNida","Dominio_Principal","Exemplo_Grego","Glossario_EN","Glossario_PT_BR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.55","Substâncias Naturais","χαλκεύς","coppersmith, metalworker","cobreiro, metalúrgico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.56","Substâncias Naturais","χαλκοῦς","made of bronze (brass or copper)","feito de bronze (latão ou cobre)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.57","Substâncias Naturais","χαλκολίβανον","fine bronze, fine brass","bronze fino, latão fino","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.58","Substâncias Naturais","σίδηρος","iron","ferro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.59","Substâncias Naturais","σιδηροῦς","made of iron","feito de ferro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.6","Substâncias Naturais","ἰός","rust, tarnish","ferrugem, oxidação","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.61","Substâncias Naturais","κατιόω","to become rusty, to become tarnished, to corrode","ficar enferrujado, ficar oxidado, corroer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.62","Substâncias Naturais","βρῶσις","rusting, tarnishing, corrosion","ferrugem, oxidação, corrosão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.1","Plantas","φυτεία","plant","planta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2","Plantas","δένδρον","tree, bush","árvore, arbusto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.3","Plantas","ὕλη","forest","floresta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.4","Plantas","ξύλον","tree","árvore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.5","Plantas","συκῆ","fig tree","figueira","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.6","Plantas","συκάμινος","mulberry tree","amoreira","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.7","Plantas","συκομορέα","sycamore-fig tree","figueira-sicômoro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.8","Plantas","φοῖνιξ","palm tree","tamareira","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.9","Plantas","ἐλαία","olive tree","oliveira","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.1","Plantas","καλλιέλαιος","cultivated olive tree","oliveira cultivada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.11","Plantas","ἀγριέλαιος","wild olive tree","oliveira selvagem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.12","Plantas","ἐλαιών","olive grove, olive orchard","olival, pomar de oliveiras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.13","Plantas","χλωρός","plant","planta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.14","Plantas","βοτάνη","plant, grass","planta, grama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.15","Plantas","χόρτος","small plants, grass","plantas pequenas, grama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.16","Plantas","βάτος","thorn plant, thistle, brier","planta espinhosa, cardo, moita de espinhos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.17","Plantas","ἄκανθα","thorn plant, thistle, brier","planta espinhosa, cardo, moita de espinhos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.18","Plantas","ἀκάνθινος","crown of thorns","coroa de espinhos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.19","Plantas","κάλαμος","reed","cana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.2","Plantas","σίναπι","mustard plant","mostardeira","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.21","Plantas","ἄψινθος","wormwood","absinto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.22","Plantas","πήγανον","rue","arruda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.23","Plantas","ἡδύοσμον","mint","hortelã","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.24","Plantas","ἄνηθον","dill","endro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.25","Plantas","κύμινον","cumin (see {D:3.22})","cominho (ver {D:3.22})","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
